row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
70403,45000,33.0,14.03,,65.0,,360.0,,,6335,75.55,102.0,36,69.5,1,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
73554,655000,139.0,,,,,360.0,,,0,0.0,0.0,0,69.5,1,-0.0274,True,,Suspected (1 metode),Unclassified / Manual Review
10610,105000,50.0,18.149,0.99,25.0,-2.32,240.0,,,2017,2.33,91.0,36,80.0,1,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
15468,425000,110.0,58.63,2.375,44.0,-0.652,360.0,,,0,0.0,0.0,0,59.5,1,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
40238,105000,11.0,44.74,,65.0,,360.0,,,2683,98.25,36.0,0,59.5,0,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
55611,505000,422.0,17.895,3.125,15.0,0.064,360.0,4772.53,1921.8,2894,9.33,169.0,26,69.5,1,-0.0273,True,,Suspected (1 metode),Rare Legitimate
68029,255000,141.0,78.903,,55.0,,120.0,,,3286,16.04,202.0,0,80.0,0,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
70352,55000,170.0,25.55,4.125,15.0,1.157,180.0,1700.0,500.0,1512,7.01,97.0,71,49.5,0,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
73830,225000,82.0,,,55.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
82540,105000,62.0,66.667,3.0,25.0,-0.39,360.0,,,0,0.0,0.0,0,69.5,1,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
82704,265000,51.0,96.36,,15.0,,360.0,,,0,0.0,0.0,0,49.5,1,-0.0273,True,,Suspected (1 metode),Unclassified / Manual Review
21596,205000,137.0,100.0,2.75,15.0,-0.325,360.0,5471.75,0.0,3298,89.11,45.0,52,80.0,0,-0.0272,True,,Suspected (1 metode),Unclassified / Manual Review
41722,95000,80.0,80.0,6.25,47.0,,240.0,,,0,0.0,0.0,0,39.5,1,-0.0272,True,,Suspected (1 metode),Unclassified / Manual Review
54028,9995000,20.0,,,65.0,,360.0,,,7392,70.59,83.0,20,49.5,1,-0.0272,True,,Suspected (1 metode),Potential Risk Signal
90463,45000,126.0,66.246,6.49,38.0,1.84,180.0,0.0,0.0,9279,46.55,149.0,12,80.0,0,-0.0272,True,,Suspected (1 metode),Unclassified / Manual Review
631,555000,120.0,93.0,,55.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
7158,65000,37.0,,,55.0,,300.0,,,0,0.0,0.0,0,49.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
13213,285000,117.0,95.0,,25.0,,360.0,,,0,0.0,0.0,0,69.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
28196,605000,225.0,80.0,4.99,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
38304,155000,337.0,100.0,8.5,25.0,,120.0,,,3836,13.87,172.0,20,39.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
70423,475000,63.0,95.0,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0271,True,,Suspected (1 metode),Unclassified / Manual Review
79970,495000,295.0,50.1,,15.0,,180.0,,,7194,95.3,103.0,60,49.5,1,-0.0271,True,,Suspected (1 metode),Rare Legitimate
17662,65000,32.0,47.161,9.5,25.0,2.34,300.0,,,4070,16.51,78.0,0,20.0,1,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
21709,255000,257.0,34.771,2.625,15.0,0.333,180.0,4589.65,2125.0,7143,13.37,89.0,25,59.5,0,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
34845,255000,40.0,89.286,,55.0,,360.0,,,0,0.0,0.0,0,69.5,1,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
35555,105000,148.0,35.56,2.78,38.0,-1.19,60.0,115.0,0.0,1191,5.96,123.0,42,69.5,1,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
69111,35000,145.0,27.0,7.74,15.0,0.45,120.0,,,4506,7.57,92.0,28,59.5,0,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
86683,565000,135.0,89.6,7.125,44.0,0.234,360.0,,,0,0.0,0.0,0,49.5,1,-0.027,True,,Suspected (1 metode),Unclassified / Manual Review
12497,45000,154.0,18.0,5.81,15.0,2.88,480.0,,,5933,79.99,61.0,38,39.5,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
15125,1225000,267.0,55.455,3.625,39.0,-0.315,480.0,3616.4,950.0,6087,82.77,159.0,26,59.5,1,-0.0269,True,,Suspected (1 metode),Rare Legitimate
18127,105000,176.0,15.244,3.03,15.0,-0.12,480.0,,,3712,8.73,111.0,34,69.5,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
39630,4725000,,65.172,2.875,,,120.0,,,6583,40.71,125.0,0,,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
50475,85000,147.0,52.632,4.25,15.0,-0.18,60.0,,,6260,27.38,92.0,66,59.5,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
71648,545000,108.0,91.892,5.0,55.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
73609,55000,38.0,95.0,,15.0,,360.0,,,0,0.0,0.0,0,49.5,1,-0.0269,True,,Suspected (1 metode),Unclassified / Manual Review
12954,125000,99.0,,,15.0,,276.0,,,0,0.0,0.0,0,49.5,1,-0.0268,True,,Suspected (1 metode),Unclassified / Manual Review
16857,625000,610.0,57.32,3.25,15.0,1.072,240.0,,,4461,43.6,93.0,60,49.5,1,-0.0268,True,,Suspected (1 metode),Rare Legitimate
41315,55000,72.0,87.59,8.5,42.0,,180.0,,,2874,97.32,40.0,50,69.5,0,-0.0268,True,0.0,Suspected (1 metode),Unclassified / Manual Review
60308,115000,38.0,,,55.0,,276.0,,,0,0.0,0.0,0,49.5,1,-0.0268,True,,Suspected (1 metode),Unclassified / Manual Review
75463,135000,85.0,95.0,6.875,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0268,True,,Suspected (1 metode),Unclassified / Manual Review
6794,55000,45.0,80.0,6.625,15.0,,360.0,,,1814,97.13,46.0,72,29.5,0,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
9836,355000,501.0,79.975,5.03,15.0,-0.42,480.0,,,2064,18.27,129.0,38,59.5,1,-0.0267,True,0.0,Suspected (1 metode),Unclassified / Manual Review
38400,395000,143.0,81.649,,65.0,,120.0,,,9436,84.78,175.0,28,49.5,0,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
40297,35000,37.0,,,25.0,,276.0,,,0,0.0,0.0,0,29.5,1,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
50260,85000,46.0,45.946,5.25,15.0,0.411,360.0,2752.5,1607.5,1986,60.78,28.0,0,69.5,0,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
53712,185000,204.0,75.0,,15.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
67035,235000,40.0,92.0,3.0,45.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
74433,185000,22.0,30.0,3.5,49.0,0.146,360.0,5943.2,4419.2,3835,99.19,64.0,68,80.0,0,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
88526,5000,50.0,101.392,3.95,41.0,-0.15,60.0,0.0,0.0,4595,98.06,42.0,64,39.5,1,-0.0267,True,,Suspected (1 metode),Unclassified / Manual Review
19807,15000,14.0,31.25,,15.0,,300.0,,,2193,43.0,47.0,0,59.5,0,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
26603,245000,107.0,84.01,2.25,25.0,-0.042,180.0,2847.45,1045.0,6193,97.48,52.0,27,20.0,0,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
42188,55000,108.0,10.0,3.25,15.0,-0.36,360.0,,,2894,15.38,149.0,65,80.0,1,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
57065,125000,59.0,27.28,,33.0,,360.0,,,9197,61.63,123.0,34,80.0,1,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
66475,2155000,,,3.99,,,120.0,,,2902,38.08,128.0,77,,1,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
78343,325000,431.0,58.559,3.125,15.0,0.087,180.0,1890.28,730.0,7616,48.56,130.0,25,59.5,1,-0.0266,True,,Suspected (1 metode),Unclassified / Manual Review
4306,15000,31.0,70.285,5.75,46.0,1.48,120.0,75.0,0.0,1300,22.08,38.0,0,59.5,0,-0.0265,True,,Suspected (1 metode),Unclassified / Manual Review
9544,395000,89.0,,,55.0,,360.0,,,0,0.0,0.0,0,59.5,1,-0.0265,True,,Suspected (1 metode),Unclassified / Manual Review
24832,205000,306.0,28.57,4.75,15.0,-0.803,120.0,952.5,155.0,5440,42.61,128.0,25,69.5,1,-0.0265,True,,Suspected (1 metode),Unclassified / Manual Review
42254,105000,110.0,12.47,6.24,25.0,1.5,360.0,,,9126,43.79,196.0,29,59.5,1,-0.0265,True,,Suspected (1 metode),Unclassified / Manual Review
45033,475000,361.0,47.99,2.75,15.0,-0.098,180.0,1275.0,0.0,5480,34.87,159.0,72,49.5,1,-0.0265,True,,Suspected (1 metode),Rare Legitimate
85623,105000,54.0,14.0,2.75,33.0,0.8318,180.0,6043.88,2550.25,2915,98.77,86.0,58,59.5,1,-0.0265,True,,Suspected (1 metode),Unclassified / Manual Review
19014,75000,21.0,41.67,,65.0,,180.0,,,5047,54.15,52.0,30,80.0,0,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
54619,85000,43.0,90.816,,,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
61871,45000,58.0,20.769,3.25,15.0,1.481,120.0,2343.92,1708.75,5974,36.41,126.0,41,69.5,0,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
65305,55000,58.0,76.97,,65.0,,120.0,,,1954,17.6,135.0,79,29.5,0,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
88300,545000,73.0,96.5,,65.0,,360.0,,,2205,98.55,77.0,76,49.5,0,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
98202,125000,36.0,84.78,,65.0,,360.0,,,842,85.99,0.0,79,39.5,1,-0.0264,True,,Suspected (1 metode),Unclassified / Manual Review
18151,2805000,,66.67,4.75,,,120.0,,,3144,52.58,71.0,0,,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
22422,75000,60.0,70.376,,65.0,,480.0,,,12356,43.78,118.0,13,49.5,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
26160,275000,124.0,98.001,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
34571,355000,65.0,99.155,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
42445,145000,37.0,95.0,3.0,43.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0263,True,0.0,Suspected (1 metode),Unclassified / Manual Review
59472,55000,71.0,,,,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
67054,215000,41.0,96.5,3.25,55.0,0.543,360.0,,,0,0.0,0.0,0,49.5,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
82022,55000,78.0,,,,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
91288,195000,43.0,97.0,,15.0,,,,,0,0.0,0.0,0,49.5,1,-0.0263,True,,Suspected (1 metode),Unclassified / Manual Review
5582,85000,125.0,94.999,,48.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0262,True,,Suspected (1 metode),Unclassified / Manual Review
58162,265000,341.0,47.875,3.25,15.0,0.29,180.0,5079.23,2690.77,6980,14.08,129.0,24,59.5,1,-0.0262,True,,Suspected (1 metode),Unclassified / Manual Review
72289,275000,37.0,78.0,6.875,65.0,,360.0,,,1559,79.86,0.0,46,59.5,1,-0.0262,True,,Suspected (1 metode),Unclassified / Manual Review
16576,55000,226.0,63.663,7.71,15.0,0.69,480.0,,,4571,12.1,181.0,30,39.5,0,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
19348,95000,61.0,25.692,1.74,25.0,-2.95,240.0,,,7038,16.2,150.0,19,80.0,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
21986,605000,258.0,80.0,,25.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
24193,475000,186.0,95.0,,25.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
28956,405000,174.0,96.5,6.625,45.0,0.736,360.0,13446.74,2747.56,0,0.0,0.0,0,39.5,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
33011,55000,107.0,58.824,,65.0,,240.0,,,4498,95.24,50.0,76,39.5,0,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
42470,225000,120.0,,,,,360.0,,,0,0.0,0.0,0,80.0,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
49046,18665000,,74.91,3.0,,,144.0,,,1938,19.14,107.0,56,,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
55377,65000,20.0,170.0,,65.0,,360.0,,,1598,92.24,44.0,29,39.5,1,-0.0261,True,,Suspected (1 metode),Data Error
58153,55000,27.0,29.74,,47.0,,108.0,,,7709,7.8,150.0,36,69.5,0,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
58823,585000,1281.0,90.0,5.625,15.0,0.4,360.0,9192.19,4680.19,4854,55.79,92.0,0,39.5,1,-0.0261,True,,Suspected (1 metode),Unclassified / Manual Review
855,55000,56.0,23.923,4.375,15.0,0.581,180.0,3529.95,1630.0,1991,12.76,117.0,28,80.0,0,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
24964,725000,115.0,73.198,,65.0,,480.0,,,4854,55.79,92.0,0,69.5,0,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
26299,155000,69.0,85.122,,55.0,,300.0,,,0,0.0,0.0,0,29.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
32033,525000,123.0,96.5,6.875,55.0,1.116,360.0,21700.37,8560.0,5692,98.0,39.0,60,59.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
49166,105000,207.0,34.604,3.74,15.0,-1.66,180.0,,,5807,79.06,138.0,0,59.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
66432,35000,61.0,,,,,48.0,,,2731,48.04,58.0,0,80.0,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
68521,125000,107.0,28.0,2.49,15.0,-0.26029,120.0,1863.0,1045.06,6092,80.06,127.0,41,59.5,0,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
71767,495000,115.0,95.0,,55.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
74581,25000,45.0,4.55,,65.0,,360.0,,,3344,89.62,46.0,57,49.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
78028,395000,350.0,80.0,5.0,15.0,0.734,180.0,5506.56,2283.0,1347,36.53,147.0,0,59.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
94990,605000,108.0,80.0,,55.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.026,True,,Suspected (1 metode),Unclassified / Manual Review
14863,5000,30.0,37.565,6.2,65.0,3.105,120.0,0.0,0.0,2538,26.91,98.0,32,69.5,1,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
37588,225000,183.0,22.027,3.875,25.0,0.527,180.0,5067.8,1245.0,6212,38.88,302.0,15,49.5,1,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
57190,55000,31.0,28.571,3.0,40.0,0.757,120.0,2993.0,1000.0,3959,87.37,71.0,34,80.0,0,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
70510,135000,23.0,22.132,,65.0,,360.0,,,2226,98.47,104.0,0,59.5,0,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
75417,55000,30.0,,,,,180.0,,,11309,78.66,107.0,16,80.0,1,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
83750,5000,71.0,96.967,,40.0,,120.0,,,2357,99.11,31.0,55,39.5,0,-0.0259,True,,Suspected (1 metode),Unclassified / Manual Review
35264,25000,960.0,68.75,,15.0,,180.0,,,3212,20.3,89.0,72,49.5,1,-0.0258,True,,Suspected (1 metode),Unclassified / Manual Review
41349,55000,48.0,36.47,3.92,55.0,-0.07,480.0,,,2061,15.77,159.0,66,69.5,0,-0.0258,True,0.0,Suspected (1 metode),Unclassified / Manual Review
44658,295000,83.0,97.667,,15.0,,,,,0,0.0,0.0,0,39.5,1,-0.0258,True,,Suspected (1 metode),Unclassified / Manual Review
64916,175000,282.0,95.0,5.0,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0258,True,,Suspected (1 metode),Unclassified / Manual Review
71932,315000,362.0,55.3044,,15.0,,180.0,,,4304,89.52,107.0,60,69.5,1,-0.0258,True,,Suspected (1 metode),Unclassified / Manual Review
89594,125000,35.0,,,55.0,,276.0,,,0,0.0,0.0,0,39.5,1,-0.0258,True,,Suspected (1 metode),Unclassified / Manual Review
9934,5000,15.0,102.0,,65.0,,360.0,,,1632,93.5,64.0,64,29.5,0,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
17316,10305000,,83.43,3.5,,,120.0,,,6689,12.83,129.0,17,,1,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
51358,95000,161.0,32.727,0.98,25.0,-3.45,120.0,,,2472,44.54,84.0,41,69.5,1,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
54709,205000,94.0,37.83,,65.0,,300.0,,,3301,96.4,70.0,0,69.5,0,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
79396,185000,68.0,11.45,,65.0,,180.0,,,5631,70.66,84.0,49,69.5,1,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
93759,55000,345.0,61.093,7.49,15.0,0.43,180.0,0.0,0.0,3181,30.62,63.0,47,69.5,1,-0.0257,True,,Suspected (1 metode),Unclassified / Manual Review
5884,75000,66.0,90.054,,,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
9571,75000,922.0,,,,,120.0,,,1492,7.31,130.0,41,59.5,1,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
31690,205000,126.0,37.86,1.999,15.0,-0.08,180.0,9262.44,8479.74,6613,66.48,76.0,58,59.5,0,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
32427,135000,172.0,45.567,2.49,15.0,-0.339,120.0,777.5,0.0,3749,33.56,184.0,0,39.5,0,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
40494,85000,0.0,,,,,180.0,,,9471,94.18,107.0,14,80.0,1,-0.0256,True,,Suspected (1 metode),Data Error
59287,105000,60.0,41.322,6.1,25.0,-0.92,480.0,,,5581,8.33,90.0,62,80.0,0,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
85438,545000,155.0,80.0,2.75,25.0,-0.122,360.0,,,0,0.0,0.0,0,39.5,1,-0.0256,True,,Suspected (1 metode),Unclassified / Manual Review
35509,55000,50.0,37.0,2.75,15.0,0.73527,180.0,4831.48,2952.21,4684,94.34,58.0,58,49.5,0,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
43310,35000,30.0,9.973,,65.0,,240.0,,,8084,46.05,106.0,16,59.5,1,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
47124,305000,187.0,89.102,3.53,25.0,-0.8,480.0,,,8070,20.35,210.0,20,59.5,1,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
67201,3035000,,,3.25,,,120.0,,,4317,77.83,98.0,61,,1,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
72565,85000,61.0,12.308,3.125,40.0,1.059,120.0,3887.4,2850.0,3374,20.07,184.0,37,80.0,1,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
76279,75000,49.0,88.78,,25.0,,240.0,,,0,0.0,0.0,0,49.5,1,-0.0255,True,,Suspected (1 metode),Unclassified / Manual Review
96687,245000,8.0,98.188,,,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0255,True,0.0,Suspected (1 metode),Unclassified / Manual Review
2097,615000,315.0,49.597,2.5,25.0,0.097,180.0,1917.38,0.0,3111,21.47,196.0,0,59.5,1,-0.0254,True,,Suspected (1 metode),Rare Legitimate
24543,1145000,,60.26,3.75,,,120.0,,,4932,74.88,68.0,0,,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
32130,235000,225.0,93.37,4.875,15.0,0.772,180.0,3461.9,980.0,1373,21.78,118.0,57,20.0,0,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
53949,55000,32.0,95.0,,55.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
55072,365000,112.0,100.0,3.0,25.0,,360.0,,,0,0.0,0.0,0,39.5,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
59109,145000,83.0,95.0,,25.0,,240.0,,,0,0.0,0.0,0,39.5,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
69115,115000,0.0,20.0,,65.0,,180.0,,,3030,29.21,174.0,9,49.5,0,-0.0254,True,,Suspected (1 metode),Data Error
94550,145000,72.0,95.0,,,,276.0,,,0,0.0,0.0,0,20.0,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
95760,845000,141.0,71.575,6.999,33.0,,360.0,,,1553,94.4,140.0,69,39.5,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
98013,55000,98.0,86.991,7.5,15.0,0.48,60.0,,,2511,28.83,99.0,53,29.5,1,-0.0254,True,,Suspected (1 metode),Unclassified / Manual Review
1764,475000,391.0,49.676,2.25,15.0,-0.243,180.0,,0.0,3193,57.09,107.0,65,49.5,1,-0.0253,True,,Suspected (1 metode),Rare Legitimate
28779,25000,72.0,100.0,9.75,65.0,,180.0,0.0,0.0,4799,7.0,92.0,36,29.5,1,-0.0253,True,,Suspected (1 metode),Unclassified / Manual Review
30312,135000,42.0,96.5,3.875,43.0,,360.0,,,0,0.0,0.0,0,20.0,1,-0.0253,True,,Suspected (1 metode),Unclassified / Manual Review
58271,25000,96.0,22.472,1.49,49.0,-5.11,300.0,,,4021,53.22,65.0,0,69.5,1,-0.0253,True,,Suspected (1 metode),Unclassified / Manual Review
83699,655000,527.0,49.057,1.75,15.0,-0.465,360.0,6823.35,1881.0,4796,18.85,168.0,35,49.5,1,-0.0253,True,,Suspected (1 metode),Rare Legitimate
6933,85000,3520.0,,,,,480.0,,,6739,43.51,135.0,19,29.5,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
12614,205000,58.0,39.216,2.87,39.0,0.04,480.0,,,4206,80.98,73.0,0,80.0,0,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
16155,725000,234.0,80.0,3.125,44.0,0.105,360.0,,,0,0.0,0.0,0,39.5,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
18965,35000,70.0,7.0,,15.0,,300.0,,,5126,52.58,114.0,59,20.0,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
38009,1005000,220.0,43.27,,65.0,,360.0,,,7319,93.47,172.0,22,49.5,1,-0.0252,True,,Suspected (1 metode),Rare Legitimate
50092,785000,96.0,106.9,3.5,55.0,,360.0,,,2790,98.35,36.0,57,39.5,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
82041,55000,66.0,95.0,2.99,33.0,1.35,180.0,2946.45,1778.0,2632,98.02,0.0,66,59.5,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
98580,195000,81.0,96.5,,55.0,,360.0,,,0,0.0,0.0,0,59.5,1,-0.0252,True,,Suspected (1 metode),Unclassified / Manual Review
4920,285000,58.0,100.0,,55.0,,360.0,,,0,0.0,0.0,0,49.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
17349,65000,41.0,80.26,,55.0,,300.0,,,0,0.0,0.0,0,39.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
17926,325000,138.0,80.0,3.625,15.0,,360.0,,,0,0.0,0.0,0,29.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
23515,165000,45.0,95.0,,55.0,,360.0,,,0,0.0,0.0,0,59.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
35223,25000,270.0,89.72,8.49,15.0,2.13,360.0,,,1684,43.59,103.0,63,49.5,0,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
35322,36005000,,52.71,3.6,,,120.0,,,5761,55.32,95.0,64,,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
61007,65000,,52.96,8.24,,,18.0,,,3880,98.84,66.0,53,,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
62151,105000,106.0,23.57,,65.0,,360.0,,,906,56.29,98.0,6,69.5,0,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
72211,155000,67.0,,,,,180.0,,,0,0.0,0.0,0,59.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
79799,195000,102.0,39.516,4.99,25.0,-0.432,360.0,,,0,0.0,0.0,0,39.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
98002,255000,74.0,,,55.0,,276.0,,,0,0.0,0.0,0,39.5,1,-0.0251,True,,Suspected (1 metode),Unclassified / Manual Review
18412,175000,35.0,96.5,4.625,48.0,0.659,360.0,,,0,0.0,0.0,0,20.0,1,-0.025,True,0.0,Suspected (1 metode),Unclassified / Manual Review
28493,4405000,,30.345,2.625,,,360.0,,,2131,13.51,156.0,63,,1,-0.025,True,,Suspected (1 metode),Unclassified / Manual Review
31993,35000,28.0,,,25.0,,276.0,,,0,0.0,0.0,0,39.5,1,-0.025,True,,Suspected (1 metode),Unclassified / Manual Review
